Status Account,Months,Credit History,Purpose,Credit Amount,Savings,Employment,Installment Rate,Personal Status,Guarators,Residence,Property,Age,Other Installment,Housing,Credit Cards,Job,Dependents,Phone,Foreign Worker,Credit Rating
1,36,existing credits paid back duly till now,car (new),3249,1,4,2,male (single),none,4,no property,39,bank,for free,1,highly qualified employee,2,"yes, registered under the customers name",yes,Good
1,6,critical account,radio/television,1957,1,4,1,female (divorce),none,4,car or other,31,none,own,1,skilled-employee,1,none,yes,Good
4,9,critical account,furniture/equipment,2406,1,1,2,male (single),none,3,car or other,31,none,own,1,highly qualified employee,1,none,yes,Good
2,39,delay in paying off in the past,education,11760,2,4,2,male (single),none,3,no property,32,none,rent,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,12,existing credits paid back duly till now,furniture/equipment,2578,1,1,3,female (divorce),none,4,no property,55,none,for free,1,highly qualified employee,1,none,yes,Good
1,36,critical account,furniture/equipment,2348,1,3,3,male (married),none,2,life insurance,46,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,12,existing credits paid back duly till now,car (new),1223,1,5,1,male (divorce),none,1,real estate,46,none,rent,2,skilled-employee,1,none,yes,Bad
4,24,critical account,radio/television,1516,4,3,4,female (divorce),none,1,real estate,43,none,own,2,unskilled - resident,1,none,yes,Good
4,18,existing credits paid back duly till now,radio/television,1473,1,2,3,male (married),none,4,real estate,39,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,18,critical account,business,1887,5,3,4,male (married),none,4,real estate,28,bank,own,2,skilled-employee,1,none,yes,Good
4,24,delay in paying off in the past,business,8648,1,2,2,male (single),none,2,car or other,27,bank,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,14,delay in paying off in the past,car (new),802,1,3,4,male (single),none,2,car or other,27,none,own,2,unskilled - resident,1,none,yes,Good
2,18,delay in paying off in the past,car (new),2899,5,5,4,male (single),none,4,car or other,43,none,own,1,skilled-employee,2,none,yes,Good
2,24,existing credits paid back duly till now,radio/television,2039,1,2,1,male (married),none,1,life insurance,22,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,24,critical account,car (used),2197,5,4,4,male (single),none,4,car or other,43,none,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
1,15,existing credits paid back duly till now,radio/television,1053,1,2,4,male (married),none,2,real estate,27,none,own,1,skilled-employee,1,none,no,Good
4,24,existing credits paid back duly till now,radio/television,3235,3,5,3,male (divorce),none,2,car or other,26,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
3,12,critical account,car (new),939,3,4,4,male (married),none,2,real estate,28,none,own,3,skilled-employee,1,"yes, registered under the customers name",yes,Bad
2,24,existing credits paid back duly till now,radio/television,1967,1,5,4,female (divorce),none,4,car or other,20,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,33,critical account,car (used),7253,1,4,3,male (single),none,2,car or other,35,none,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,12,critical account,business,2292,1,1,4,male (single),none,2,car or other,42,stores,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,10,existing credits paid back duly till now,car (new),1597,3,3,3,male (single),none,2,no property,40,none,rent,1,unskilled - resident,2,none,no,Good
1,24,existing credits paid back duly till now,car (new),1381,5,3,4,female (divorce),none,2,life insurance,35,none,own,1,skilled-employee,1,none,yes,Bad
4,36,critical account,car (used),5842,1,5,2,male (single),none,2,life insurance,35,none,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
1,12,existing credits paid back duly till now,car (new),2579,1,2,4,male (single),none,1,real estate,33,none,own,1,unskilled - resident,2,none,yes,Bad
1,18,delay in paying off in the past,education,8471,5,3,1,female (divorce),none,2,car or other,23,none,rent,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,21,existing credits paid back duly till now,car (new),2782,3,4,1,female (divorce),none,2,car or other,31,bank,own,1,highly qualified employee,1,none,yes,Good
2,18,existing credits paid back duly till now,car (new),1042,5,3,4,female (divorce),none,2,life insurance,33,none,own,1,skilled-employee,1,none,yes,Bad
4,15,existing credits paid back duly till now,car (new),3186,4,4,2,female (divorce),none,3,car or other,20,none,rent,1,skilled-employee,1,none,yes,Good
2,12,existing credits paid back duly till now,car (used),2028,5,3,4,male (single),none,2,car or other,30,none,own,1,skilled-employee,1,none,yes,Good
2,12,critical account,car (new),958,1,4,2,male (single),none,3,real estate,47,none,own,2,unskilled - resident,2,none,yes,Good
4,21,delay in paying off in the past,furniture/equipment,1591,2,4,4,male (single),none,3,real estate,34,none,own,2,highly qualified employee,1,none,yes,Good
2,12,existing credits paid back duly till now,furniture/equipment,2762,5,5,1,female (divorce),none,2,life insurance,25,bank,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
2,18,existing credits paid back duly till now,car (used),2779,1,3,1,male (married),none,3,car or other,21,none,rent,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,28,critical account,radio/television,2743,1,5,4,male (single),none,2,car or other,29,none,own,2,skilled-employee,1,none,yes,Good
4,18,critical account,radio/television,1149,4,3,4,male (single),none,3,real estate,46,none,own,2,skilled-employee,1,none,yes,Good
4,9,existing credits paid back duly till now,furniture/equipment,1313,1,5,1,male (single),none,4,car or other,20,none,own,1,skilled-employee,1,none,yes,Good
1,18,critical account,repairs,1190,1,1,2,female (divorce),none,4,no property,55,none,for free,3,unskilled - non-resident,2,none,yes,Bad
4,5,existing credits paid back duly till now,business,3448,1,4,1,male (single),none,4,real estate,74,none,own,1,unskilled - resident,1,none,yes,Good
2,24,existing credits paid back duly till now,car (used)0,11328,1,3,2,male (single),co-applicant,3,car or other,29,bank,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
1,6,critical account,furniture/equipment,1872,1,1,4,male (single),none,4,no property,36,none,for free,3,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,24,critical account,repairs,2058,1,3,4,male (divorce),none,2,real estate,33,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,9,existing credits paid back duly till now,furniture/equipment,2136,1,3,3,male (single),none,2,real estate,25,none,own,1,skilled-employee,1,none,yes,Good
2,12,existing credits paid back duly till now,radio/television,1484,5,3,2,male (married),none,1,real estate,25,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,6,existing credits paid back duly till now,repairs,660,3,4,2,male (married),none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes,Good
4,24,critical account,car (new),1287,4,5,4,female (divorce),none,4,real estate,37,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,42,critical account,repairs,3394,1,1,4,male (single),co-applicant,4,car or other,65,none,own,2,unskilled - non-resident,1,none,yes,Good
3,12,all credits at this bank paid back duly,business,609,1,2,4,female (divorce),none,1,real estate,26,none,own,1,unskilled - non-resident,1,none,yes,Bad
4,12,existing credits paid back duly till now,car (new),1884,1,5,4,male (single),none,4,car or other,39,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,12,existing credits paid back duly till now,furniture/equipment,1620,1,3,2,female (divorce),co-applicant,3,life insurance,30,none,own,1,skilled-employee,1,none,yes,Good
2,20,delay in paying off in the past,car (used)0,2629,1,3,2,male (single),none,3,car or other,29,bank,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,12,existing credits paid back duly till now,education,719,1,5,4,male (single),none,4,car or other,41,bank,own,1,unskilled - resident,2,none,yes,Bad
2,48,critical account,furniture/equipment,5096,1,3,2,female (divorce),none,3,car or other,30,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,9,critical account,education,1244,5,5,4,female (divorce),none,4,life insurance,41,none,rent,2,unskilled - resident,1,none,yes,Good
1,36,existing credits paid back duly till now,car (new),1842,1,2,4,female (divorce),none,4,car or other,34,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
2,7,existing credits paid back duly till now,radio/television,2576,1,3,2,male (single),guarator,2,real estate,35,none,own,1,skilled-employee,1,none,yes,Good
3,12,existing credits paid back duly till now,furniture/equipment,1424,5,5,3,female (divorce),none,4,real estate,55,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,15,delay in paying off in the past,repairs,1512,4,3,3,male (married),none,3,life insurance,61,stores,own,2,skilled-employee,1,none,yes,Bad
4,36,critical account,car (used),11054,5,3,4,male (single),none,2,car or other,30,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,6,existing credits paid back duly till now,radio/television,518,1,3,3,female (divorce),none,1,real estate,29,none,own,1,skilled-employee,1,none,yes,Good
4,12,no credits taken/ all credits paid back duly,furniture/equipment,2759,1,5,2,male (single),none,4,life insurance,34,none,own,2,skilled-employee,1,none,yes,Good
4,24,existing credits paid back duly till now,car (used),2670,1,5,4,male (single),none,4,car or other,35,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,24,existing credits paid back duly till now,car (new),4817,1,4,2,male (single),co-applicant,3,life insurance,31,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,24,existing credits paid back duly till now,car (used),2679,1,2,4,female (divorce),none,1,no property,29,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,11,critical account,car (new),3905,1,3,2,male (single),none,2,real estate,36,none,rent,2,skilled-employee,2,none,yes,Good
1,12,existing credits paid back duly till now,car (used),3386,1,5,3,male (single),none,4,no property,35,none,for free,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,6,existing credits paid back duly till now,domestic appliances,343,1,2,4,female (divorce),none,1,real estate,27,none,own,1,skilled-employee,1,none,yes,Good
4,18,existing credits paid back duly till now,radio/television,4594,1,2,3,male (single),none,2,car or other,32,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,36,existing credits paid back duly till now,furniture/equipment,3620,1,3,1,male (single),guarator,2,life insurance,37,none,own,1,skilled-employee,2,none,yes,Good
1,15,existing credits paid back duly till now,car (new),1721,1,2,2,male (single),none,3,real estate,36,none,own,1,skilled-employee,1,none,yes,Good
2,12,existing credits paid back duly till now,furniture/equipment,3017,1,2,3,female (divorce),none,1,real estate,34,none,rent,1,highly qualified employee,1,none,yes,Good
2,12,existing credits paid back duly till now,retraining,754,5,5,4,male (single),none,4,life insurance,38,none,own,2,skilled-employee,1,none,yes,Good
4,18,existing credits paid back duly till now,business,1950,1,4,4,male (single),none,1,car or other,34,stores,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,24,existing credits paid back duly till now,car (used),2924,1,3,3,male (single),guarator,4,no property,63,bank,own,1,skilled-employee,2,"yes, registered under the customers name",yes,Good
1,24,delay in paying off in the past,radio/television,1659,1,2,4,female (divorce),none,2,car or other,29,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,Bad
4,48,delay in paying off in the past,radio/television,7238,5,5,3,male (single),none,3,car or other,32,bank,own,2,skilled-employee,2,none,yes,Good
4,33,delay in paying off in the past,business,2764,1,3,2,female (divorce),none,2,car or other,26,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,24,delay in paying off in the past,car (used),4679,1,4,3,male (single),none,3,car or other,35,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,Good
2,24,existing credits paid back duly till now,radio/television,3092,2,2,3,male (married),none,2,car or other,22,none,rent,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,6,existing credits paid back duly till now,education,448,1,2,4,female (divorce),none,4,life insurance,23,none,own,1,skilled-employee,1,none,yes,Bad
1,9,existing credits paid back duly till now,car (new),654,1,3,4,male (single),none,3,car or other,28,none,own,1,unskilled - resident,1,none,yes,Bad
4,6,existing credits paid back duly till now,retraining,1238,5,1,4,male (single),none,4,life insurance,36,none,own,1,highly qualified employee,2,"yes, registered under the customers name",yes,Good
2,18,critical account,radio/television,1245,1,3,4,male (married),none,2,car or other,33,none,own,1,skilled-employee,1,none,yes,Bad
1,18,no credits taken/ all credits paid back duly,furniture/equipment,3114,1,2,1,female (divorce),none,4,life insurance,26,none,rent,1,skilled-employee,1,none,yes,Bad
4,39,existing credits paid back duly till now,car (used),2569,3,3,4,male (single),none,4,car or other,24,none,own,1,skilled-employee,1,none,yes,Good
3,24,existing credits paid back duly till now,radio/television,5152,1,4,4,male (single),none,2,car or other,25,bank,own,1,skilled-employee,1,none,yes,Good
2,12,existing credits paid back duly till now,business,1037,2,4,3,male (single),none,4,real estate,39,none,own,1,unskilled - resident,1,none,yes,Good
1,15,critical account,furniture/equipment,1478,1,5,4,male (single),none,4,car or other,44,none,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
2,12,critical account,radio/television,3573,1,3,1,female (divorce),none,1,real estate,23,none,own,1,unskilled - resident,1,none,yes,Good
2,24,existing credits paid back duly till now,car (new),1201,1,2,4,male (single),none,1,life insurance,26,none,own,1,skilled-employee,1,none,yes,Good
1,30,existing credits paid back duly till now,furniture/equipment,3622,4,5,4,female (divorce),none,4,life insurance,57,none,rent,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,15,delay in paying off in the past,furniture/equipment,960,4,4,3,female (divorce),none,2,life insurance,30,none,own,2,skilled-employee,1,none,yes,Good
4,12,critical account,car (new),1163,3,3,4,male (single),none,4,real estate,44,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,6,delay in paying off in the past,car (new),1209,1,1,4,male (single),none,4,life insurance,47,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,12,existing credits paid back duly till now,radio/television,3077,1,3,2,male (single),none,4,car or other,52,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,24,existing credits paid back duly till now,car (new),3757,1,5,4,female (divorce),co-applicant,4,no property,62,none,for free,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,10,existing credits paid back duly till now,car (new),1418,2,3,3,male (single),none,2,real estate,35,none,rent,1,unskilled - resident,1,none,no,Good
4,6,existing credits paid back duly till now,car (new),3518,1,3,2,male (single),guarator,3,life insurance,26,none,rent,1,skilled-employee,1,none,yes,Good
4,12,critical account,radio/television,1934,1,5,2,male (single),none,2,no property,26,none,own,2,skilled-employee,1,none,yes,Good
2,27,no credits taken/ all credits paid back duly,business,8318,1,5,2,female (divorce),none,4,no property,42,none,for free,2,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,6,critical account,radio/television,1237,2,3,1,female (divorce),none,1,life insurance,27,none,own,2,skilled-employee,1,none,yes,Good
2,6,existing credits paid back duly till now,radio/television,368,5,5,4,male (single),none,4,life insurance,38,none,own,1,skilled-employee,1,none,yes,Good
1,12,critical account,car (new),2122,1,3,3,male (single),none,2,real estate,39,none,rent,2,unskilled - resident,2,none,no,Good
1,24,existing credits paid back duly till now,furniture/equipment,2996,5,3,2,male (married),none,4,car or other,20,none,own,1,skilled-employee,1,none,yes,Bad
2,36,existing credits paid back duly till now,furniture/equipment,9034,2,2,4,male (single),co-applicant,1,no property,29,none,rent,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,24,critical account,furniture/equipment,1585,1,4,4,male (single),none,3,life insurance,40,none,own,2,skilled-employee,1,none,yes,Good
2,18,existing credits paid back duly till now,radio/television,1301,1,5,4,male (married),guarator,2,real estate,32,none,own,1,unskilled - resident,1,none,yes,Good
3,6,critical account,car (new),1323,2,5,2,male (divorce),none,4,car or other,28,none,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
1,24,existing credits paid back duly till now,car (new),3123,1,2,4,female (divorce),none,1,life insurance,27,none,own,1,skilled-employee,1,none,yes,Bad
1,36,existing credits paid back duly till now,car (used),5493,1,5,2,male (single),none,4,no property,42,none,for free,1,skilled-employee,2,none,yes,Good
3,9,existing credits paid back duly till now,radio/television,1126,2,5,2,male (divorce),none,4,real estate,49,none,own,1,skilled-employee,1,none,yes,Good
2,24,critical account,radio/television,1216,2,2,4,male (single),none,4,no property,38,bank,own,2,skilled-employee,2,none,yes,Bad
1,24,existing credits paid back duly till now,car (new),1207,1,2,4,female (divorce),none,4,life insurance,24,none,rent,1,skilled-employee,1,none,yes,Bad
4,10,existing credits paid back duly till now,car (new),1309,5,3,4,male (single),guarator,4,life insurance,27,none,own,1,unskilled - resident,1,none,yes,Bad
3,15,critical account,car (used),2360,3,3,2,male (single),none,2,car or other,36,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,15,all credits at this bank paid back duly,car (new),6850,2,1,1,male (single),none,2,life insurance,34,none,own,1,highly qualified employee,2,"yes, registered under the customers name",yes,Bad
4,24,existing credits paid back duly till now,radio/television,1413,1,3,4,male (married),none,2,life insurance,28,none,own,1,skilled-employee,1,none,yes,Good
4,39,existing credits paid back duly till now,car (used),8588,2,5,4,male (single),none,2,car or other,45,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,12,existing credits paid back duly till now,car (new),759,1,4,4,male (single),none,2,real estate,26,none,own,1,skilled-employee,1,none,yes,Bad
4,36,existing credits paid back duly till now,car (used),4686,1,3,2,male (single),none,2,no property,32,none,for free,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
3,15,existing credits paid back duly till now,business,2687,1,4,2,male (single),none,4,life insurance,26,none,rent,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,12,delay in paying off in the past,radio/television,585,1,3,4,male (married),co-applicant,4,real estate,20,none,rent,2,skilled-employee,1,none,yes,Good
4,24,existing credits paid back duly till now,car (new),2255,5,2,4,male (single),none,1,life insurance,54,none,own,1,skilled-employee,1,none,yes,Good
1,6,critical account,car (new),609,1,4,4,female (divorce),none,3,life insurance,37,none,own,2,skilled-employee,1,none,no,Good
1,6,critical account,car (new),1361,1,2,2,male (single),none,4,real estate,40,none,own,1,unskilled - resident,2,none,no,Good
4,36,critical account,furniture/equipment,7127,1,2,2,female (divorce),none,4,life insurance,23,none,rent,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,6,existing credits paid back duly till now,car (new),1203,2,5,3,male (single),none,2,life insurance,43,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,6,critical account,radio/television,700,5,5,4,male (single),none,4,no property,36,none,for free,2,skilled-employee,1,none,yes,Good
4,24,critical account,repairs,5507,1,5,3,male (single),none,4,no property,44,none,for free,2,skilled-employee,1,none,yes,Good
1,18,existing credits paid back duly till now,radio/television,3190,1,3,2,female (divorce),none,2,real estate,24,none,own,1,skilled-employee,1,none,yes,Bad
1,48,no credits taken/ all credits paid back duly,furniture/equipment,7119,1,3,3,male (single),none,4,no property,53,none,for free,2,skilled-employee,2,none,yes,Bad
4,24,existing credits paid back duly till now,car (used),3488,2,4,3,female (divorce),none,4,car or other,23,none,own,1,skilled-employee,1,none,yes,Good
2,18,existing credits paid back duly till now,radio/television,1113,1,3,4,female (divorce),guarator,4,real estate,26,none,own,1,unskilled - resident,2,none,yes,Good
2,26,existing credits paid back duly till now,car (used),7966,1,2,2,male (single),none,3,car or other,30,none,own,2,skilled-employee,1,none,yes,Good
4,15,critical account,education,1532,2,3,4,female (divorce),none,3,car or other,31,none,own,1,skilled-employee,1,none,yes,Good
4,4,critical account,radio/television,1503,1,4,2,male (single),none,1,real estate,42,none,own,2,unskilled - resident,2,none,yes,Good
1,36,existing credits paid back duly till now,radio/television,2302,1,3,4,male (divorce),none,4,car or other,31,none,rent,1,skilled-employee,1,none,yes,Bad
1,6,existing credits paid back duly till now,car (new),662,1,2,3,male (single),none,4,real estate,41,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,Good
2,36,existing credits paid back duly till now,education,2273,1,4,3,male (single),none,1,car or other,32,none,own,2,skilled-employee,2,none,yes,Good
2,15,existing credits paid back duly till now,car (new),2631,2,3,2,female (divorce),none,4,car or other,28,none,rent,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,12,delay in paying off in the past,car (used),1503,1,3,4,male (married),none,4,real estate,41,none,rent,1,skilled-employee,1,none,yes,Good
4,24,existing credits paid back duly till now,radio/television,1311,2,4,4,male (married),none,3,life insurance,26,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,24,existing credits paid back duly till now,radio/television,3105,5,2,4,male (single),none,2,car or other,25,none,own,2,skilled-employee,1,none,yes,Good
3,21,critical account,education,2319,1,2,2,male (divorce),none,1,car or other,33,none,rent,1,skilled-employee,1,none,yes,Bad
1,6,existing credits paid back duly till now,car (new),1374,5,1,4,female (divorce),none,3,life insurance,75,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,18,critical account,furniture/equipment,3612,1,5,3,female (divorce),none,4,life insurance,37,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,48,existing credits paid back duly till now,car (new),7763,1,5,4,male (single),none,4,no property,42,bank,for free,1,highly qualified employee,1,none,yes,Bad
3,18,existing credits paid back duly till now,furniture/equipment,3049,1,2,1,female (divorce),none,1,life insurance,45,stores,own,1,unskilled - resident,1,none,yes,Good
2,12,existing credits paid back duly till now,radio/television,1534,1,2,1,male (married),none,1,real estate,23,none,rent,1,skilled-employee,1,none,yes,Bad
4,24,delay in paying off in the past,car (new),2032,1,5,4,male (single),none,4,no property,60,none,for free,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,30,existing credits paid back duly till now,furniture/equipment,6350,5,5,4,male (single),none,4,life insurance,31,none,own,1,skilled-employee,1,none,yes,Bad
3,18,existing credits paid back duly till now,furniture/equipment,2864,1,3,2,male (single),none,1,real estate,34,none,own,1,unskilled - resident,2,none,yes,Bad
4,12,critical account,car (new),1255,1,5,4,male (single),none,4,real estate,61,none,own,2,unskilled - resident,1,none,yes,Good
1,24,delay in paying off in the past,car (new),1333,1,1,4,male (single),none,2,real estate,43,none,for free,2,skilled-employee,2,none,yes,Bad
4,24,critical account,car (new),2022,1,3,4,female (divorce),none,4,car or other,37,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,24,existing credits paid back duly till now,radio/television,1552,1,4,3,male (single),none,1,car or other,32,bank,own,1,skilled-employee,2,none,yes,Good
1,12,all credits at this bank paid back duly,radio/television,626,1,3,4,female (divorce),none,4,real estate,24,bank,own,1,unskilled - resident,1,none,yes,Bad
4,48,critical account,car (used),8858,5,4,2,male (single),none,1,no property,35,none,for free,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,12,critical account,repairs,996,5,4,4,female (divorce),none,4,real estate,23,none,own,2,skilled-employee,1,none,yes,Good
4,6,all credits at this bank paid back duly,radio/television,1750,3,5,2,male (single),none,4,life insurance,45,bank,own,1,unskilled - resident,2,none,yes,Good
1,48,existing credits paid back duly till now,radio/television,6999,1,4,1,male (married),guarator,1,real estate,34,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
2,12,critical account,car (new),1995,2,2,4,male (single),none,1,car or other,27,none,own,1,skilled-employee,1,none,yes,Good
2,9,existing credits paid back duly till now,education,1199,1,4,4,female (divorce),none,4,life insurance,67,none,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,12,existing credits paid back duly till now,radio/television,1331,1,2,2,male (single),none,1,car or other,22,stores,own,1,skilled-employee,1,none,yes,Bad
2,18,no credits taken/ all credits paid back duly,car (new),2278,2,2,3,female (divorce),none,3,car or other,28,none,own,2,skilled-employee,1,none,yes,Bad
4,21,no credits taken/ all credits paid back duly,car (new),5003,5,3,1,female (divorce),none,4,life insurance,29,bank,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,24,all credits at this bank paid back duly,furniture/equipment,3552,1,4,3,male (single),none,4,car or other,27,bank,own,1,skilled-employee,1,none,yes,Bad
2,18,critical account,furniture/equipment,1928,1,2,2,male (single),none,2,real estate,31,none,own,2,unskilled - resident,1,none,yes,Bad
1,24,existing credits paid back duly till now,car (used),2964,5,5,4,male (single),none,4,no property,49,bank,for free,1,skilled-employee,2,"yes, registered under the customers name",yes,Good
1,24,all credits at this bank paid back duly,radio/television,1546,1,4,4,male (single),guarator,4,car or other,24,bank,rent,1,unskilled - resident,1,none,yes,Bad
3,6,delay in paying off in the past,radio/television,683,1,2,2,female (divorce),none,1,life insurance,29,bank,own,1,skilled-employee,1,none,yes,Good
2,36,existing credits paid back duly till now,car (new),12389,5,3,1,male (single),none,4,no property,37,none,for free,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
2,24,delay in paying off in the past,business,4712,5,3,4,male (single),none,2,life insurance,37,bank,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,24,delay in paying off in the past,radio/television,1553,2,4,3,female (divorce),none,2,life insurance,23,none,rent,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,12,existing credits paid back duly till now,car (new),1372,1,4,2,male (divorce),none,3,car or other,36,none,own,1,skilled-employee,1,none,yes,Bad
4,24,critical account,radio/television,2578,4,5,2,male (single),none,2,car or other,34,none,own,1,skilled-employee,1,none,yes,Good
2,48,existing credits paid back duly till now,radio/television,3979,5,4,4,male (single),none,1,car or other,41,none,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
1,48,existing credits paid back duly till now,radio/television,6758,1,3,3,female (divorce),none,2,car or other,31,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,24,existing credits paid back duly till now,furniture/equipment,3234,1,2,4,female (divorce),none,4,real estate,23,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,Bad
4,30,critical account,radio/television,5954,1,4,3,male (single),co-applicant,2,car or other,38,none,own,1,skilled-employee,1,none,yes,Good
4,24,existing credits paid back duly till now,car (used),5433,5,1,2,female (divorce),none,4,life insurance,26,none,rent,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,15,existing credits paid back duly till now,business,806,1,3,4,female (divorce),none,4,life insurance,22,none,own,1,unskilled - resident,1,none,yes,Good
2,9,existing credits paid back duly till now,radio/television,1082,1,5,4,male (single),none,4,car or other,27,none,own,2,unskilled - resident,1,none,yes,Good
4,15,critical account,furniture/equipment,2788,1,4,2,female (divorce),co-applicant,3,car or other,24,bank,own,2,skilled-employee,1,none,yes,Good
2,12,existing credits paid back duly till now,radio/television,2930,1,4,2,female (divorce),none,1,real estate,27,none,own,1,skilled-employee,1,none,yes,Good
4,24,critical account,education,1927,5,3,3,female (divorce),none,2,car or other,33,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,36,critical account,car (new),2820,1,2,4,male (divorce),none,4,car or other,27,none,own,2,skilled-employee,1,none,yes,Bad
4,24,existing credits paid back duly till now,retraining,937,1,2,4,male (married),none,3,car or other,27,none,own,2,unskilled - resident,1,none,yes,Good
2,18,critical account,car (new),1056,1,5,3,male (single),guarator,3,real estate,30,bank,own,2,skilled-employee,1,none,yes,Bad
2,12,critical account,car (new),3124,1,2,1,male (single),none,3,real estate,49,bank,own,2,unskilled - resident,2,none,yes,Good
4,9,existing credits paid back duly till now,furniture/equipment,1388,1,3,4,female (divorce),none,2,real estate,26,none,rent,1,skilled-employee,1,none,yes,Good
2,36,existing credits paid back duly till now,repairs,2384,1,2,4,male (single),none,1,no property,33,none,rent,1,unskilled - resident,1,none,yes,Bad
4,12,existing credits paid back duly till now,car (new),2133,5,5,4,female (divorce),none,4,no property,52,none,for free,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,18,existing credits paid back duly till now,furniture/equipment,2039,1,3,1,female (divorce),none,4,real estate,20,bank,rent,1,skilled-employee,1,none,yes,Bad
1,9,critical account,car (new),2799,1,3,2,male (single),none,2,real estate,36,none,rent,2,skilled-employee,2,none,yes,Good
1,12,existing credits paid back duly till now,furniture/equipment,1289,1,3,4,male (single),guarator,1,life insurance,21,none,own,1,unskilled - resident,1,none,yes,Good
1,18,existing credits paid back duly till now,domestic appliances,1217,1,3,4,male (married),none,3,real estate,47,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,Bad
